,Capital,Regional Languages,Sign Languages,Other Languages,Ethnic Groups,Religions,Demonyms,Government,President,Vice President,Senate President,House Speaker,Chief Justice,Legislature,Lower House,Upper House,Independence,Area,Population,GDP PPP,GDP Nominal,Gini,HDI,Currency,Time Zone,Date Format,Driving Side,Calling Code,ISO 3166 Code
0,"['Manila', 'Metro Manila']",19,Filipino Sign Language,"['Spanish', 'Arabic']","{'Tagalog': 26.0, 'Bisaya': 14.3, 'Ilocano': 8.0, 'Cebuano': 8.0, 'Ilonggo': 7.9, 'Bicolano': 6.5, 'other': 20.3}","{'Christianity': 85.3, 'Islam': 6.4, 'other': 8.2}","{'Filipino': 'neutral', 'Filipina': 'feminine', 'Pinoy': 'colloquial neutral', 'Pinay': 'colloquial feminine', 'Philippine': 'adjective for certain common nouns'}",Unitary presidential republic,Bongbong Marcos,Sara Duterte,Francis Escudero,Martin Romualdez,Alexander Gesmundo,Congress,House of Representatives,Senate,"{'Declaration': 'June 12, 1898', 'Cession': 'December 10, 1898', 'Self-government': 'November 15, 1935', 'Recognized': 'July 4, 1946', 'Constitution': 'February 2, 1987'}","{'Total': 300000.0, 'Water(%)': 0.61}","{'2024 estimate': 114163719, '2020_census': 109035343, 'Density': 363.45}","{'Total': '1.392 T', 'Per capita': '12192'}","{'Total': '471.516 B', 'Per capita': '4130'}","{'Value': '41.2', 'Level': 'medium'}","{'Value': '0.710', 'Level': 'high'}",Philippine Peso,UTC+08:00 (PhST),DD/MM/YYYY,right,+63,PH
