,Unnamed: 0,Municity,Population (2020),Area (km2),Density (2020),Barangays_x,Class,Province_x,Article Link_x,Municity Key,Coordinates,Region,Province_y,District,Founded,Barangays_y,Government,Area,Elevation,Highest Elevation,Lowest Elevation,Population,Economy,Service Provider,Time Zone,Zip Code,PSGC,IDD Area Code,Native Languages,Website,Article Link_y,Ref. Id
511,511,Pikit,67024,604.61,272.32,42,Mun,Cotabato,/wiki/Pikit,Cotabato|Pikit,"{'Latitude': '7°03′N', 'Longitude': '124°40′E'}",Soccsksargen,Cotabato,1,"June 17, 1913",42.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Sumulong K. Sultan', 'Vice Mayor': 'Muhyryn D. Sultan-Casi', 'Representative': 'Joselito S. Sacdalan', 'Municipal Council': ['', 'Sitty Nursheena D. Sultan', 'Al D. Mangansakan', 'Melhan T. Hamid', 'Mama G. Kongkong', 'Datu Turno K. Sultan', 'Alex A. Dalandag', 'Jeyrick A. Mangansakan', 'Perfecto F. Raagas III'], 'Electorate': {'Name': '29,794 voters ', 'Party': '2022'}}","[('Total', 277.2692)]",15.0,154.0,2.0,"{'Total': 67024, 'Density': 240.0, 'Households': 15718}","{'Income class': '1st municipal income class', 'Poverty incidence': 40.58, 'Revenue': 450700000.0, 'Assets': 509400000.0, 'Expenditure': 389700000.0, 'Liabilities': 68010000.0}",{'Electricity': 'Cotabato Electric Cooperative (COTELCO)'},UTC+8 (PST),9409,124712000.0,+63 (0)64,"['Maguindanao', ' Hiligaynon', ' Cebuano', ' Ilianen', ' Tagalog</td>']",www.pikit-cotabatoprov.gov.ph,/wiki/Pikit,m:124712000
512,512,President Roxas,52512,618.25,84.94,25,Mun,Cotabato,"/wiki/President_Roxas,_Cotabato",Cotabato|President Roxas,"{'Latitude': '7°09′16″N', 'Longitude': '125°03′21″E'}",Soccsksargen,Cotabato,2,"May 8, 1967",25.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Jonathan O. Mahimpit', 'Vice Mayor': 'Jaime H. Mahimpit', 'Representative': 'Rudy S. Caoagdan', 'Electorate': {'Name': '31,945 voters ', 'Party': '2022'}}","[('Total', 618.252)]",239.0,738.0,85.0,"{'Total': 52512, 'Density': 85.0, 'Households': 12306}","{'Income class': '1st municipal income class', 'Poverty incidence': 38.53, 'Revenue': 285000000.0, 'Assets': 531299999.99999994, 'Expenditure': 236100000.0, 'Liabilities': 163600000.0}",{'Electricity': 'Cotabato Electric Cooperative (COTELCO)'},UTC+8 (PST),9405,124713000.0,+63 (0)64,"['Hiligaynon', ' Cebuano', ' Matigsalug', ' Ilianen', ' Tagalog</td>']",www.presroxas-cotabatoprov.gov.ph,"/wiki/President_Roxas,_Cotabato",m:124713000
513,513,Tugunan,30651,102.6,298.74,9,Mun,Cotabato,/wiki/Tugunan,Cotabato|Tugunan,"{'Latitude': None, 'Longitude': None}",Bangsamoro,Cotabato,,"April 13, 2024",,"{'Mayor': 'Vacant', 'Vice Mayor': 'Vacant'}","[('Total', 102.602)]",,,,"{'Total': 30651, 'Density': 300.0}",,,UTC+8 (PST),,,,,,/wiki/Tugunan,m:nan
514,514,Tulunan,60978,343.08,177.74,29,Mun,Cotabato,/wiki/Tulunan,Cotabato|Tulunan,"{'Latitude': '6°50′N', 'Longitude': '124°53′E'}",Soccsksargen,Cotabato,3,"August 6, 1961",29.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Reuel P. Limbungan', 'Vice Mayor': 'Abraham L. Contayoso', 'Representative': 'Ma. Alana Samantha T. Santos', 'Electorate': {'Name': '38,292 voters ', 'Party': '2022'}}","[('Total', 343.082)]",22.0,46.0,10.0,"{'Total': 60978, 'Density': 180.0, 'Households': 14984}","{'Income class': '2nd municipal income class', 'Poverty incidence': 30.95, 'Revenue': 226700000.0, 'Assets': 515700000.00000006, 'Expenditure': 199700000.0, 'Liabilities': 162900000.0}",{'Electricity': 'Cotabato Electric Cooperative (COTELCO)'},UTC+8 (PST),9403,124714000.0,+63 (0)64,"['Hiligaynon', ' Cebuano', ' Maguindanao', ' Ilianen', ' Tagalog</td>']",www.tulunan-cotabatoprov.gov.ph,/wiki/Tulunan,m:124714000
515,515,Compostela,89884,287.0,313.18,16,Mun,Davao de Oro,"/wiki/Compostela,_Davao_de_Oro",Davao de Oro|Compostela,"{'Latitude': '7°40′N', 'Longitude': '126°05′E'}",Davao Region,Davao de Oro,1,"August 1, 1948",16.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Levi S. Ebdao', 'Vice Mayor': 'Ricky Hechanova', 'Representative': 'Maricar Zamora', 'Electorate': {'Name': '61,095 voters ', 'Party': '2022'}}","[('Total', 287.002)]",84.0,465.0,64.0,"{'Total': 89884, 'Density': 310.0, 'Households': 21606}","{'Income class': '1st municipal income class', 'Poverty incidence': 17.18, 'Revenue': 300800000.0, 'Assets': 866300000.0, 'Expenditure': 315200000.0, 'Liabilities': 315900000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8803,118201000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Ata Manobo', ' Tagalog</td>']",www.compostela.gov.ph,"/wiki/Compostela,_Davao_de_Oro",m:118201000
516,516,Laak,79744,768.0,103.83,40,Mun,Davao de Oro,"/wiki/Laak,_Davao_de_Oro",Davao de Oro|Laak,"{'Latitude': '7°49′08″N', 'Longitude': '125°47′26″E'}",Davao Region,Davao de Oro,2,{},40.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Antonio ""Ay-Eng"" L. Libuangan', 'Vice Mayor': 'Mark Anthony S. Libuangan', 'Representative': 'Ruwel Peter S. Gonzaga', 'Electorate': {'Name': '52,425 voters ', 'Party': '2022'}}","[('Total', 768.002)]",174.0,375.0,91.0,"{'Total': 79744, 'Density': 100.0, 'Households': 19888}","{'Income class': '1st municipal income class', 'Poverty incidence': 22.56, 'Revenue': 343500000.0, 'Assets': 748200000.0, 'Expenditure': 343500000.0, 'Liabilities': 289600000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8810,118202000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",www.laak.gov.ph,"/wiki/Laak,_Davao_de_Oro",m:118202000
517,517,Mabini,43552,400.0,108.88,11,Mun,Davao de Oro,"/wiki/Mabini,_Davao_de_Oro",Davao de Oro|Mabini,"{'Latitude': '7°18′33″N', 'Longitude': '125°51′20″E'}",Davao Region,Davao de Oro,2,"May 28, 1953",11.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Emerson Luego', 'Vice Mayor': 'Halima Muñoz', 'Representative': 'Ruwel Peter S. Gonzaga', 'Electorate': {'Name': '28,879 voters ', 'Party': '2022'}}","[('Total', 400.002)]",72.0,665.0,0.0,"{'Total': 43552, 'Density': 110.0, 'Households': 10434}","{'Income class': '2nd municipal income class', 'Poverty incidence': 21.7, 'Revenue': 221200000.0, 'Assets': 378400000.0, 'Expenditure': 199300000.0, 'Liabilities': 109100000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8807,118203000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",,"/wiki/Mabini,_Davao_de_Oro",m:118203000
518,518,Maco,83237,342.23,243.22,37,Mun,Davao de Oro,"/wiki/Maco,_Davao_de_Oro",Davao de Oro|Maco,"{'Latitude': '7°21′43″N', 'Longitude': '125°51′19″E'}",Davao Region,Davao de Oro,2,"June 17, 1967",37.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Alvera Veronica R. Rimando-Arancon', 'Vice Mayor': 'Arthur Carlos Voltaire R. Rimando', 'Representative': 'Ruwel Peter S. Gonzaga', 'Electorate': {'Name': '58,280 voters ', 'Party': '2022'}}","[('Total', 342.232)]",114.0,843.0,0.0,"{'Total': 83237, 'Density': 240.0, 'Households': 20839}","{'Income class': '1st municipal income class', 'Poverty incidence': 17.16, 'Revenue': 459200000.0, 'Assets': 756000000.0, 'Expenditure': 357800000.0, 'Liabilities': 231800000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8806,118204000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",www.maco.gov.ph,"/wiki/Maco,_Davao_de_Oro",m:118204000
519,519,Maragusan,64412,394.27,163.37,24,Mun,Davao de Oro,/wiki/Maragusan,Davao de Oro|Maragusan,"{'Latitude': '7°19′01″N', 'Longitude': '126°07′26″E'}",Davao Region,Davao de Oro,1,{},24.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Lito Cabalquinto', 'Vice Mayor': 'Cesar C. Colina Sr.', 'Representative': 'Maria Carmen S. Zamora-Apsay', 'Electorate': {'Name': '42,770 voters ', 'Party': '2022'}}","[('Total', 394.272)]",813.0,1544.0,615.0,"{'Total': 64412, 'Density': 160.0, 'Households': 16002}","{'Income class': '1st municipal income class', 'Poverty incidence': 19.35, 'Revenue': 284000000.0, 'Assets': 454800000.0, 'Expenditure': 217300000.0, 'Liabilities': 56290000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8808,118205000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",www.maragusan.gov.ph,/wiki/Maragusan,m:118205000
520,520,Mawab,39631,136.1,291.19,11,Mun,Davao de Oro,/wiki/Mawab,Davao de Oro|Mawab,"{'Latitude': '7°30′31″N', 'Longitude': '125°55′14″E'}",Davao Region,Davao de Oro,2,{},11.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Ruperto S. Gonzaga III', 'Vice Mayor': 'Ruprio ""Binggot"" S. Gonzaga', 'Representative': 'Ruwel Peter S. Gonzaga', 'Electorate': {'Name': '28,094 voters ', 'Party': '2022'}}","[('Total', 136.102)]",126.0,425.0,46.0,"{'Total': 39631, 'Density': 290.0, 'Households': 9546}","{'Income class': '3rd municipal income class', 'Poverty incidence': 15.89, 'Revenue': 164200000.0, 'Assets': 467200000.0, 'Expenditure': 152100000.0, 'Liabilities': 209200000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8802,118206000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",www.lgumawab.gov.ph,/wiki/Mawab,m:118206000
521,521,Monkayo,93937,609.61,154.09,21,Mun,Davao de Oro,/wiki/Monkayo,Davao de Oro|Monkayo,"{'Latitude': '7°49′26″N', 'Longitude': '126°03′13″E'}",Davao Region,Davao de Oro,1,"September 14, 1954",21.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Manuel E. Zamora', 'Vice Mayor': 'Manuel B . Brillantes jr', 'Representative': 'Maria Carmen S. Zamora', 'Municipal Council': ['[1]', 'Jocelyn C. Burgos', 'Marlon H. Tumaob', 'Kimberly Benazir May R. Codilla', 'Joel D. Basañes II', 'Brendo T. Ceniza', 'Ronald T. Manzano', 'Avelino T. Cabag', 'Antonio F. Saavedra Jr.'], 'Electorate': {'Name': '64,668 voters ', 'Party': '2022'}}","[('Total', 609.612)]",100.0,433.0,49.0,"{'Total': 93937, 'Density': 150.0, 'Households': 23521}","{'Income class': '1st municipal income class', 'Poverty incidence': 23.31, 'Revenue': 447600000.0, 'Assets': 979600000.0, 'Expenditure': 376500000.0, 'Liabilities': 329400000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8805,118207000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",monkayo.gov.ph,/wiki/Monkayo,m:118207000
522,522,Montevista,46558,225.0,206.92,20,Mun,Davao de Oro,/wiki/Montevista,Davao de Oro|Montevista,"{'Latitude': '7°42′19″N', 'Longitude': '125°59′25″E'}",Davao Region,Davao de Oro,1,"June 18, 1966",20.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Cyrex L. Basalo', 'Vice Mayor': 'Felipe C. Rabanoz', 'Representative': 'Manuel E. Zamora', 'Electorate': {'Name': '31,260 voters ', 'Party': '2022'}}","[('Total', 225.002)]",139.0,344.0,59.0,"{'Total': 46558, 'Density': 210.0, 'Households': 11807}","{'Income class': '3rd municipal income class', 'Poverty incidence': 18.53, 'Revenue': 194600000.0, 'Assets': 385800000.0, 'Expenditure': 199300000.0, 'Liabilities': 123500000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8801,118208000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",montevista-comval.gov.ph,/wiki/Montevista,m:118208000
523,523,Nabunturan,84340,231.3,364.63,28,Mun,Davao de Oro,/wiki/Nabunturan,Davao de Oro|Nabunturan,"{'Latitude': '7°36′03″N', 'Longitude': '125°57′56″E'}",Davao Region,Davao de Oro,2,"July 23, 1957",28.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Myrocel Clarin-Balili', 'Vice Mayor': 'Rodel G. Balili', 'Representative': 'Ruwel Peter S. Gonzaga', 'Electorate': {'Name': '48,191 voters ', 'Party': '2022'}}","[('Total', 231.302)]",127.0,437.0,64.0,"{'Total': 84340, 'Density': 360.0, 'Households': 20831}","{'Income class': '1st municipal income class', 'Poverty incidence': 13.7, 'Revenue': 344300000.0, 'Assets': 734800000.0, 'Expenditure': 286600000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8800,118209000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",nabunturan.gov.ph,/wiki/Nabunturan,m:118209000
524,524,New Bataan,51466,553.15,93.04,16,Mun,Davao de Oro,/wiki/New_Bataan,Davao de Oro|New Bataan,"{'Latitude': '7°32′54″N', 'Longitude': '126°08′17″E'}",Davao Region,Davao de Oro,1,"June 18, 1968",16.0,"{'Type': 'Sangguniang Bayan', 'Mayor': {'Name': 'Geraldford N. Balbin ', 'Party': 'PDP–Laban'}, 'Vice Mayor': {'Name': 'Larie B. Pagalan ', 'Party': 'PDP–Laban'}, 'Representative': 'Ma. Carmen S. Zamora-Apsay', 'Electorate': {'Name': '33,558 voters ', 'Party': '2022'}}","[('Total', 553.152)]",752.0,2664.0,64.0,"{'Total': 51466, 'Density': 93.0, 'Households': 12781}","{'Income class': '1st municipal income class', 'Poverty incidence': 19.17, 'Revenue': 249400000.0, 'Assets': 500900000.0, 'Expenditure': 213100000.0, 'Liabilities': 110100000.0}",{'Time zone': 'UTC+8 (PST)'},UTC+8 (PST),8804,118210000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",www.new-bataan.gov.ph,/wiki/New_Bataan,m:118210000
525,525,Pantukan,90786,533.11,170.3,13,Mun,Davao de Oro,/wiki/Pantukan,Davao de Oro|Pantukan,"{'Latitude': '7°07′37″N', 'Longitude': '125°53′51″E'}",Davao Region,Davao de Oro,2,"November 13, 1936",13.0,"{'Type': 'Sangguniang Bayan', 'Mayor': {'Name': 'Leonel Ceniza ', 'Party': 'PDP-Laban'}, 'Vice Mayor': {'Name': 'Cirila Arancon-Engbino ', 'Party': 'Independent'}, 'Representative': 'Ruwel Peter S. Gonzaga', 'Electorate': {'Name': '59,001 voters ', 'Party': '2022'}}","[('Total', 533.112)]",22.0,302.0,0.0,"{'Total': 90786, 'Density': 170.0, 'Households': 21663}","{'Income class': '1st municipal income class', 'Poverty incidence': 29.82, 'Revenue': 394000000.0, 'Assets': 789400000.0, 'Expenditure': 339700000.0, 'Liabilities': 193100000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8809,118211000.0,+63 (0)87,"['Davawenyo', ' Cebuano', ' Kalagan', ' Mansaka', ' Tagalog', ' Ata Manobo</td>']",pantukan.gov.ph,/wiki/Pantukan,m:118211000
526,526,Asuncion,61893,297.39,208.12,20,Mun,Davao del Norte,"/wiki/Asuncion,_Davao_del_Norte",Davao del Norte|Asuncion,"{'Latitude': '7°32′19″N', 'Longitude': '125°45′03″E'}",Davao Region,Davao del Norte,1,"August 1, 1948",20.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Eufracio P. Dayaday Jr.', 'Vice Mayor': 'Joel M. Camello', 'Representative': 'Pantaleon D. Alvarez', 'Municipal Council': ['', 'Angelito C. Laride', 'Reynaldo D. Panisal Jr.', 'Alvin S. Almeda Sr.', 'Silvino P. Matobato Jr.', 'Alan Q. Monteroso', 'Rocky Jay A. Binasbas', 'Rogelio E. Bual', 'Teofilo G. Dawa Sr.'], 'Electorate': {'Name': '41,255 voters ', 'Party': '2022'}}","[('Total', 297.392)]",19.0,60.0,9.0,"{'Total': 61893, 'Density': 210.0, 'Households': 15416}","{'Income class': '1st municipal income class', 'Poverty incidence': 16.98, 'Revenue': 244100000.0, 'Assets': 685400000.0, 'Expenditure': 236100000.0, 'Liabilities': 375100000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8102,112301000.0,+63 (0)84,"['Davawenyo', ' Cebuano', ' Ata Manobo', ' Kalagan', ' Tagalog mandaya, bisaya</td>']",www.adn.gov.ph,"/wiki/Asuncion,_Davao_del_Norte",m:112301000
527,527,Braulio E. Dujali,35729,91.0,392.63,5,Mun,Davao del Norte,/wiki/Braulio_E._Dujali,Davao del Norte|Braulio E. Dujali,"{'Latitude': '7°27′N', 'Longitude': '125°41′E'}",Davao Region,Davao del Norte,2,30 January 1998; 26 years ago (30 January 1998),5.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Leah Marie M. Romano', 'Vice Mayor': 'Restie E. Tabirao', 'Representative': 'Alan Dujali', 'Municipal Council': ['', 'Yasmin V. Campion', 'Melfar C. Aguiluz', 'Ricky T. Delco', 'Samuel F. Pacres', 'Concordio B. Momo Jr.', 'Adhem F. Funa', 'Nelson C. Baer', 'Miko G. Dujali'], 'Electorate': {'Name': '18,561 voters ', 'Party': '2022'}}","[('Total', 91.002)]",16.0,97.0,0.0,"{'Total': 35729, 'Density': 390.0, 'Households': 7178}","{'Income class': '4th municipal income class', 'Poverty incidence': 12.98, 'Revenue': 136500000.0, 'Assets': 376900000.0, 'Expenditure': 27920000.0, 'Liabilities': 156800000.0}",{'Electricity': 'Davao Light and Power Companyy (DLPC)'},UTC+8 (PST),8100,112323000.0,+63 (0)84,"['Davawenyo', ' Cebuano', ' Ata Manobo', ' Kalagan', ' Tagalog</td>']",www.braulioedujali.gov.ph,/wiki/Braulio_E._Dujali,m:112323000
528,528,Carmen,82018,166.0,494.08,20,Mun,Davao del Norte,"/wiki/Carmen,_Davao_del_Norte",Davao del Norte|Carmen,"{'Latitude': '7°21′38″N', 'Longitude': '125°42′23″E'}",Davao Region,Davao del Norte,2,"May 6, 1966; 58 years ago (May 6, 1966)",20.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Leonidas R. Bahague', 'Vice Mayor': 'Marchell J. Perandos', 'Representative': 'Alan R. Dujali', 'Municipal Council': ['', 'Ramsi F. Adran', 'Rolando L. Estremos II', 'Lynsiel C. Inso', 'Cornelio B. Cadayona II', 'Alberto L. Sarin', 'Cris John N. Lura', 'Roselyn Y. Buen', 'Angelita B. Camacho'], 'Electorate': {'Name': '48,994 voters ', 'Party': '2022'}}","[('Total', 166.002)]",16.0,135.0,0.0,"{'Total': 82018, 'Density': 490.0, 'Households': 19872}","{'Income class': '1st municipal income class', 'Poverty incidence': 14.05, 'Revenue': 280700000.0, 'Assets': 838000000.0, 'Expenditure': 252100000.0, 'Liabilities': 379900000.0}",{'Electricity': 'Davao Light and Power Company (DLPC)'},UTC+8 (PST),8101,112303000.0,+63 (0)84,"['Davawenyo', ' Cebuano', ' Ata Manobo', ' Kalagan', ' Tagalog</td>']",,"/wiki/Carmen,_Davao_del_Norte",m:112303000
529,529,Kapalong,81068,830.01,97.67,14,Mun,Davao del Norte,/wiki/Kapalong,Davao del Norte|Kapalong,"{'Latitude': '7°35′08″N', 'Longitude': '125°42′19″E'}",Davao Region,Davao del Norte,1,"July 8, 1948",14.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Maria Theresa R. Timbol', 'Vice Mayor': 'Edgardo L. Timbol', 'Representative': 'Pantaleon D. Alvarez', 'Municipal Council': ['', 'Thacher C. Jara', 'Joevin P. Doriman', 'Eduardo A. Domat-ol', 'Edilberto C. Febria Sr.', 'Baltazar R. Solis Jr.', 'Jonathan P. Pineda Sr.', 'Robert T. Caminero', 'Romel J. Beldua'], 'Electorate': {'Name': '50,752 voters ', 'Party': '2022'}}","[('Total', 830.012)]",24.0,52.0,14.0,"{'Total': 81068, 'Density': 98.0, 'Households': 19041}","{'Income class': '1st municipal income class', 'Poverty incidence': 12.24, 'Revenue': 420800000.0, 'Assets': 774200000.0, 'Expenditure': 380300000.0, 'Liabilities': 194500000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8113,112305000.0,+63 (0)84,"['Davawenyo', ' Cebuano', ' Ata Manobo', ' Kalagan', ' Tagalog</td>']",www.kapalong.gov.ph,/wiki/Kapalong,m:112305000
530,530,New Corella,57913,263.12,220.1,20,Mun,Davao del Norte,/wiki/New_Corella,Davao del Norte|New Corella,"{'Latitude': '7°35′12″N', 'Longitude': '125°49′25″E'}",Davao Region,Davao del Norte,1,"June 18, 1966",20.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Jorjan B. Federiso', 'Vice Mayor': 'Pedro H. Lagumbay Jr.', 'Representative': 'Pantaleon D. Alvarez', 'Municipal Council': ['', 'Alvin A. Libres', 'Joann B. Federiso', 'Virgilio L. Maambong', 'Mar N. Lopez', 'Virgilio G. Acasio', 'Rodolfo O. Comidoy', 'Consaro S. Sayon', 'Edwin B. Tambis'], 'Electorate': {'Name': '37,098 voters ', 'Party': '2022'}}","[('Total', 263.122)]",43.0,292.0,15.0,"{'Total': 57913, 'Density': 220.0, 'Households': 13958}","{'Income class': '2nd municipal income class', 'Poverty incidence': 22.97, 'Revenue': 223900000.0, 'Assets': 374000000.0, 'Expenditure': 198400000.0, 'Liabilities': 61240000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8104,112314000.0,+63 (0)84,"['Davawenyo', ' Cebuano', ' Ata Manobo', ' Kalagan', ' Tagalog</td>']",www.newcorella.gov.ph,/wiki/New_Corella,m:112314000
531,531,Panabo,209230,251.23,832.82,40,CC,Davao del Norte,/wiki/Panabo,Davao del Norte|Panabo,"{'Latitude': '7°18′N', 'Longitude': '125°41′E'}",Davao Region,Davao del Norte,2,"July 19, 1949",40.0,"{'Type': 'Sangguniang Panlungsod', 'Mayor': {'Name': 'Jose E. Relampagos ', 'Party': 'Reporma'}, 'Vice Mayor': {'Name': 'Janrey G. Gavina ', 'Party': 'HNP'}, 'Representative': {'Name': 'Alan R. Dujali ', 'Party': 'HNP'}, 'City Council': '\nMembers\nJanno Paolo P. GentilesGregorio U. Dujali IIIDevona H. JumamilEmeterio E. BlaseFlopone Royle A. CatalanWendel M. EnadEmmanuel G. PamisaranDizon P. NamuagRenante F. BangoyWahid B. Ranain\n', 'Electorate': {'Name': '127,668 voters ', 'Party': '2022'}}","[('Total', 251.232)]",74.0,555.0,0.0,"{'Total': 209230, 'Density': 830.0, 'Households': 51097}","{'Income class': '3rd city income class', 'Poverty incidence': 18.46, 'Revenue': 1307000000.0, 'Assets': 3770000000.0, 'Expenditure': 1093000000.0, 'Liabilities': 819900000.0}",{'Electricity': 'Davao Light and Power Company (DLPC)'},UTC+8 (PST),8105,112315000.0,+63 (0)84,"['Ata Manobo', ' Davawenyo', ' Cebuano', ' Kalagan', ' Tagalog</td>']",www.panabocity.gov.ph,/wiki/Panabo,m:112315000
532,532,Samal,116771,301.3,387.56,46,CC,Davao del Norte,"/wiki/Samal,_Davao_del_Norte",Davao del Norte|Samal,"{'Latitude': '7°03′N', 'Longitude': '125°44′E'}",Davao Region,Davao del Norte,2,"July 8, 1948",46.0,"{'Type': 'Sangguniang Panlungsod', 'Mayor': 'Al David T. Uy', 'Vice Mayor': 'Richard A. Guindolman', 'Representative': 'Alan R. Dujali', 'City Council': {'Name': 'Babak DistrictLemuel T. ReyesEdwin M. JansolAusterio F. ObenzaMichael D. Robledo Sr.Peñaplata ', 'Party': 'Samal'}, 'Electorate': {'Name': '84,194 voters ', 'Party': '2022'}}","[('Total', 301.302)]",32.0,535.0,0.0,"{'Total': 116771, 'Density': 390.0, 'Households': 29973}","{'Income class': '4th city income class', 'Poverty incidence': 9.93, 'Revenue': 982900000.0, 'Assets': 2188000000.0, 'Expenditure': 898000000.0, 'Liabilities': 690800000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),"8118 (Babak), 8119 (Peñaplata), 8120 (Kaputian)",112317000.0,+63 (0)84,"['Davawenyo', ' Cebuano', ' Ata Manobo', ' Kalagan', ' Tagalog</td>']",samalcity.gov.ph,"/wiki/Samal,_Davao_del_Norte",m:112317000
533,533,San Isidro,27233,152.49,178.59,13,Mun,Davao del Norte,"/wiki/San_Isidro,_Davao_del_Norte",Davao del Norte|San Isidro,"{'Latitude': '7°45′N', 'Longitude': '125°44′E'}",Davao Region,Davao del Norte,1,"June 26, 2004",13.0,"{'Type': 'Sangguniang Bayan', 'Mayor': 'Arnel H. Sitoy', 'Vice Mayor': 'Baltazar L. Cuyos', 'Representative': 'Pantaleon D. Alvarez', 'Municipal Council': ['', 'Daisy L. Magpayo', 'Jaylen G. Uraca', 'Floriano N. Belila', 'Nancy R. Sitoy', 'Rony C. Cirilo', 'Jacinissa C. Binasbas', 'Timojino C. Lamsin', 'Raul R. Rosario'], 'Electorate': {'Name': '19,537 voters ', 'Party': '2022'}}","[('Total', 152.492)]",70.0,27.0,-1.0,"{'Total': 27233, 'Density': 180.0, 'Households': 6571}","{'Income class': '5th municipal income class', 'Poverty incidence': 18.97, 'Revenue': 125600000.0, 'Assets': 267700000.0, 'Expenditure': 119200000.0, 'Liabilities': 140900000.0}",{'Electricity': 'Davao del Norte Electric Cooperative (DANECO)'},UTC+8 (PST),8100,112324000.0,+63 (0)84,"['Davawenyo', ' Cebuano', ' Ata Manobo', ' Kalagan', ' Tagalog</td>']",,"/wiki/San_Isidro,_Davao_del_Norte",m:112324000
